id,label,full_name,abn,tier,jurisdiction,legal_class,accountability,portfolio,sector,function,legislation,established,parent_id,description,budget_source,budget_000s,budget_type,financial_year,data_source,lat,lon,lga_code,geographic_scope,data_quality,last_verified,data_gaps,status,ring,cofog_code,cofog_label,cofog_confidence,sources_detail
AU-CW-CCE-PRODCOMM,Productivity Commission,Productivity Commission,78 094 372 050,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Productivity Commission Act 1998,1998,,"The Productivity Commission (the Commission) is the Australian Government's independent research and advisory body on a range of economic, social and environmental issues affecting the welfare of Australians. Its role, expressed simply, is to help governments make better policies in the long term interest of the Australian community. As its name implies, the Commission's focus is on ways of achieving a more productive economy - the key to higher living standards. As an advisory body, its influence depends on the power of its arguments and the efficacy of its public processes.",PBS_2526,39456,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-OFFIACCOSTANBOAR,Office of the Accounti…,Office of the Australian Accounting Standards Board,92 702 019 575,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,PGPA Rule (Schedule 1),2000,,"The AASB is an Australian Government agency under the Australian Securities and Investments Commission Act 2001. Under that Act, the statutory functions of the AASB are: - to develop a conceptual framework for the purpose of evaluating proposed standards; - to make accounting standards under section 334 of the Corporations Act 2001; - to formulate accounting standards for other purposes; - to participate in and contribute to the development of a single set of accounting standards for worldwide use; - and to advance and promote the main objects of Part 12 of the ASIC Act, which include reducing the cost of capital, enabling Australian entities to compete effectively overseas and maintaining investor confidence in the Australian economy.",PBS_2526,8064,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-OFFIAUDIASSUSTAN,Office of the Auditing…,Office of the Auditing and Assurance Standards Board,80 959 780 601,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,PGPA Rule (Schedule 1),2004,,"The Auditing and Assurance Standards Board (AUASB) is an independent, statutory agency of the Australian Government, responsible for developing, issuing and maintaining auditing and assurance standards. Sound public interest-oriented auditing and assurance standards are necessary to reinforce the credibility of the auditing and assurance processes for those who use financial and other information. The AUASB standards are legally enforceable for audits or reviews of financial reports required under the Corporations Act 2001. The AUASB's role extends to liaison with other national standards setters and participation in international standard-setting initiatives.",PBS_2526,3754,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-COMPCOUN,Competition Council,National Competition Council,56 552 760 098,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,PGPA Rule (Schedule 1),1995,,"The National Competition Council is a research and advisory body which was established in 1995 by agreement of the Council of Australian Governments (COAG). The Council's main function is to recommend on the regulation of third party access to services provided by monopoly infrastructure. Section 29B of the Competition and Consumer Act 2010 sets out the functions and powers of the Council. The Council is an independent entity, which has an arrangement with the Australian Competition and Consumer Commission with respect to the provision of secretariat services.",PBS_2526,1805,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-INSPTAXA,Inspector-General of T…,Inspector-General of Taxation,51 248 702 319,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Inspector-General of Taxation Act 2003,2003,,"The Inspector-General of Taxation Act 2003 (the Act) established an independent statutory agency to review: - actions taken by a tax official relating to administrative matters under the tax laws; - systems established by the Australian Taxation Office to administer the tax laws; - systems established by tax laws in relation to administrative matters; and - for the purpose of reporting and making recommendations to Government on how those systems could be improved. The Act precludes the Inspector-General of Taxation from reviewing the imposition of taxes and tax rates, and the eligibility criteria for, or levels of, any rebates or grants administered by the Commissioner of Taxation. The Inspector-General seeks to improve the administration of the tax laws for the benefit of all taxpayers. Individuals and/or groups of taxpayers, professional associations and businesses are welcome to bring systemic administration issues to the attention of the Inspector-General. The Inspector-General will endeavour to address taxpayer concerns on defective administration while ensuring resources of the agency are directed to those areas of most benefit to taxpayers overall.",PBS_2526,7296,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-GRANCOMM,Grants Commission,Commonwealth Grants Commission,64 703 642 210,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Commonwealth Grants Commission Act 1973,1933,,The Commonwealth Grants Commission recommends how the revenues raised from the Goods and Services Tax (GST) should be distributed to the States and Territories to achieve horizontal fiscal equalisation (HFE). It is an independent statutory body which responds to terms of reference sent to it by the Commonwealth Treasurer. It makes its recommendations in consultation with the States and Territories and based on data provided by them and independent statistical sources.,PBS_2526,8733,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-REINPOOLCORP,Reinsurance Pool Corpo…,Australian Reinsurance Pool Corporation,74 807 136 872,Federal,CW,gbe,shareholder,Treasury,Economy & Finance,commercial,Terrorism Insurance Act 2003,2003,,"The Australian Reinsurance Pool Corporation administers 2 reinsurance schemes for the Australian Government. The terrorism reinsurance scheme reinsures commercial property and includes associated business interruption and public liability losses arising from a declared terrorist incident. The cyclone and related flood damage reinsurance scheme reinsures household, strata and small business property and includes associated business interruption losses arising from a declared cyclone event.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,4,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-OFFIFINAMANA,Office of Financial Ma…,Australian Office of Financial Management,13 059 525 039,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,PGPA Rule (Schedule 1),1999,,"The AOFM's key responsibilities involve managing the Australian Government's debt portfolio through the issuance of Australian Government Securities (AGS), managing the Australian Government's overall cash balance in the Official Public Account (OPA), and any investment in financial assets arising from these activities or as a result of any specific policy mandate from the Australian Government. This requires close working relations with the Department of the Treasury, Department of Finance and the Reserve Bank of Australia (RBA). It also requires that the AOFM maintain credible professional relationships with the banking sector (which act as intermediaries in the CGS market) and with domestic and international investors in CGS.",PBS_2526,28447875,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-BURESTAT,Bureau of Statistics,Australian Bureau of Statistics,26 331 428 522,Federal,CW,nca,limited,Treasury,Economy & Finance,regulatory,Australian Bureau of Statistics Act 1975,1977,,"The ABS is Australia's official national statistical agency. It was established over 100 years ago as the Commonwealth Bureau of Census and Statistics, following enactment of the Census and Statistics Act 1905. The agency became the Australian Bureau of Statistics in 1975 with the passing of the Australian Bureau of Statistics Act 1975. The ABS provides statistics on a wide range of economic, social, population and environmental matters, covering government, business and the community. It also has an important coordination function with respect to the statistical activities of other official bodies, both in Australia and overseas",PBS_2526,691842,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 04,Economic Affairs,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-INSTFAMISTUD,Institute of Family St…,Australian Institute of Family Studies,64 001 053 079,Federal,CW,nca,limited,Social Services,Social Services,service,Family Law Act 1975,1980,,"The Australian Institute of Family Studies (AIFS) is the Australian Government's independent family research body and advisor on family wellbeing. Our purpose is to create and communicate knowledge to accelerate positive outcomes for families. We undertake and publish primary research into a broad range of issues affecting Australian families. We also manage a number of major, large-scale longitudinal studies which track participants' lives through time at different ages and stages. We also: - provide advice on the design and implementation of policies and services; - evaluate policies and programs (i.e. to discover what works for families); and - build the capability of policy and service-delivery agencies to design and deliver evidence-informed services for children, families and communities. Our research increases understanding of the factors that help or hinder the wellbeing of Australia's families. We are a statutory authority of the Australian Government, established under the Family Law Act of 1975. The Institute operates within the portfolio of the Department of Social Services (DSS), and is responsible to the Minister for Social Services. The AIFS' Director governs the operations of the Australian Gambling Research Centre (AGRC), established under the Gambling Measures Act 2012.",PBS_2526,25403,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 10,Social Protection,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-WRECBAYABORCOMM,Wreck Bay Aboriginal C…,Wreck Bay Aboriginal Community Council,62 564 797 956,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal Land Grant (Jervis Bay Territory) Act 1986,1987,,"Under the Aboriginal Land Grant (Jervis Bay Territory) Act 1986, the Council has a number of functions which fall into the main categories of land holding and management, provision of community services for its members and business enterprises. The Council, subject to and in accordance with the Act, is to hold title to Aboriginal Land and exercise, for the benefit of the members of the Community, the Council's powers as owner of Aboriginal Land and of any other land owned by the Council. The Council can also make representations to the Minister in relation to land that the Council considers should become Aboriginal Land. Community service type functions include and, in consultation with the Minister, to consider and, where practicable, take action for the benefit of the Community in relation to the housing, social welfare, education, training or health needs of the members of the Community; to provide community services to members of the Community. Other functions are to protect and conserve natural and cultural sites on Aboriginal land, to engage in land use planning in relation to Aboriginal land and to manage and maintain Aboriginal land as well as to conduct business enterprises for the economic or social benefit of the Community and any such functions that are conferred on it by a provision of the Act, and any functions relating to the Community conferred on the Council by the regulations.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-TORRSTRAREGIAUTH,Torres Strait Regional…,Torres Strait Regional Authority,57 155 285 807,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal and Torres Strait Islander Act 2005,1994,,"The Torres Strait Regional Authority (TSRA) has the responsibility to: - Formulate, coordinate and implement programs for Torres Strait Islander and Aboriginal people living within the region; - Monitor the effectiveness of these programs, including programs conducted by other bodies; - Advise the Minister for Indigenous Affairs on matters relating to Torres Strait Islander and Aboriginal Affairs in the Torres Strait; - Recognise and maintain the special and unique Ailan Kastom of the Torres Strait Islander people living in the Torres Strait Region; and - Undertake activities necessary to perform its function as defined by the ATSI Act 2005.",PBS_2526,64334,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-TIWILANDCOUN,Tiwi Land Council,Tiwi Land Council,86 106 441 085,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal Land Rights (Northern Territory) Act 1976,1978,,"The Tiwi Land Council operates to ensure and support the good management, protection and development of land pursuant to the express wishes of those who own the land, having regard to the opinions of others who also live on that land. Timeliness, resource allocation and priority protection mandates are stipulated by enabling legislation. The TLC provides a number of services for the benefit of traditional owners and other Aboriginal residents of the Tiwi region, including: - Providing a strong voice for the Tiwi people. - Helping the Tiwi people manage their land and sea resources. - Consulting with landowners on mining activity, employment, development and other land use proposals. - Provide advocacy services in support of cultural and heritage, community development and other representations as appropriate to the Traditional Owners and other clients of the Land Council. - Running the permit system for access/closures to or through Aboriginal land and sea. - Administer the Land Trust and assist in the resolution of disputes with respect to land as appropriate. - Administer and distribute statutory, negotiated and other payments as appropriate to the Traditional Owners and other clients of the Land Council.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-OUTBSTORPTYLTD,Outback Stores Pty Ltd,Outback Stores Pty Ltd,63 120 661 234,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Corporations Act company controlled by the Commonwealth,2006,,"Outback Stores provides retail services to remote stores on behalf of Indigenous communities with the aim to improve the health, employment and economy of remote Indigenous communities.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-OFFIOFFISECRTO,Office of the Official…,Office of the Official Secretary to the Governor-General,67 582 329 284,Federal,CW,nca,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Governor-General Act 1974,1984,,"The Office of the Official Secretary to the Governor-General supports the Governor-General to fulfil his duties. This includes: ? Planning and managing the Governor-General?s program ? Management and maintenance of the official household and two official residences, Government House and Admiralty House ? Administration of the Australian Honours and Awards system.",PBS_2526,21472,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-OFFIINSPINTESECU,Office of the Inspecto…,Office of the Inspector-General of Intelligence and Security,67 332 668 643,Federal,CW,nca,limited,Attorney-General's,Defence,service,Inspector-General of Intelligence and Security Act 1986,1987,,"The Inspector-General of Intelligence and Security is an independent statutory office holder who reviews the activities of the six intelligence agencies, namely: - Australian Security Intelligence Organisation - ASIO - Australian Secret Intelligence Service - ASIS - Australian Signals Directorate - ASD - Australian Geospatial-Intelligence Organisation - AGO - Defence Intelligence organisation - DIO - Office of National Assessments - ONA The purpose of this review is to ensure that the agencies act legally and with propriety, comply with ministerial guidelines and directives and respect human rights. The Inspector-General can undertake a formal inquiry into the activities of an Australian intelligence agency in response to a complaint or a reference from a minister. The Inspector-General can also act independently to initiate inquiries and conducts regular inspections and monitoring of agency activities. In conducting an inquiry, the Inspector-General has significant powers which include requiring the attendance of witnesses, taking sworn evidence, copying and retention of documents and entry into an Australian intelligence agency's premises.",PBS_2526,19530,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 03,Public Order and Safety,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-OFFIOMBU,Office of the Ombudsman,Office of the Commonwealth Ombudsman,53 003 678 148,Federal,CW,nca,limited,Attorney-General's,Parliament & Accountability,service,Ombudsman Act 1976,1977,,"The Office of the Commonwealth Ombudsman safeguards the community in its dealings with the Australian Government. We also have oversight of some private sector organisations. If an Australian Government agency has treated you unfairly or unreasonably, we can help you find a solution. Our service is free and we are independent. We make sure the actions of agencies are fair and responsible by: ? handling complaints ? conducting investigations ? performing audits and inspections ? encouraging good administration. We have the following specialist roles: ? Private Health Insurance ? Overseas Students ? VET Student Loans ? the Postal Industry ? the Defence Force ? Immigration ? Law Enforcement ? the Australian Capital Territory Ombudsman We are also responsible for: ? oversight of the Commonwealth Public Interest Disclosure scheme ? inspection and monitoring of certain covert and intrusive powers by police and other law enforcement agencies. We also have an International program to promote: ? best practice in complaint handling ? good government administration within our region.",PBS_2526,55831,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 03,Public Order and Safety,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-OFFIINTE,Office of Intelligence,Office of National Intelligence,87 904 367 991,Federal,CW,nca,limited,Prime Minister and Cabinet,Defence,accountability,Office of National Intelligence Act 2018,1977,,"The Office of National Intelligence (ONI), formerly known as the Office of National Assessments, assesses and analyses international political, strategic and economic developments for the Prime Minister and senior ministers in the National Security Committee of Cabinet. ONI bases its assessments on information available to the Australian Government from all sources, both inside and outside the Government. It draws on information provided by other intelligence agencies, as well as diplomatic reporting, information and reporting from other government agencies, and material available from open sources such as news media and publications. ONI also consults broadly within government and with experts in other sectors.",PBS_2526,158375,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-NORTLANDCOUN,Northern Land Council,Northern Land Council,56 327 515 336,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal Land Rights (Northern Territory) Act 1976,1977,,"The Northern Land Council (NLC) is an independent statutory authority of the Commonwealth. It is responsible for assisting Aboriginal peoples in the Top End of the Northern Territory to acquire and manage their traditional lands and seas. The NLC is also the Native title Representative Body for the northern region - including the Tiwi Islands and Groote Eylandt. This includes land that does not fall under ALRA, such as crown land or other lands in towns, national parks, and land vested in the Northern Territory Land Corporation, pastoral leases and offshore areas.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-DAYCOUNLIMI,Australia Day Council …,National Australia Day Council Limited,76 050 300 626,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Corporations Act company controlled by the Commonwealth,1990,,"The National Australia Day Council Limited is the coordinating body for Australia Day celebrations across the nation and for the Australian of the Year Awards. The NADC heads a network of eight state and territory Australia Day affiliate organisations and 780 local Australia Day committees. A not-for-profit government owned social enterprise, within the Prime Minister's portfolio responsibilities, NADC has a close working relationship with the Department of the Prime Minister and Cabinet and reports to the Commonwealth Parliament under the provisions of the Public Governance, Performance and Accountability Act 2013. The operations of the company are overseen by a board of Directors appointed by the Prime Minister.",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-INDILANDSEACORP,Indigenous Land and Se…,Indigenous Land and Sea Corporation,59 912 679 254,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal and Torres Strait Islander Act 2005,1995,,"The Indigenous Land and Sea Corporation (ILSC) is an independent statutory authority of the Australian Government, established in 1995. ILSC's purpose is to assist Indigenous people to acquire and manage land to achieve economic, environmental, social and cultural benefits. New projects are developed by applications/ ideas submitted by Indigenous organisations or landholders, or by the ILSC in collaboration with other organisations and government agencies. The ILSC also operates commercial businesses to deliver training and employment opportunities for Indigenous people in agriculture and tourism.",PBS_2526,99198,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-INDIBUSI,Indigenous Business Au…,Indigenous Business Australia,25 192 932 833,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Aboriginal and Torres Strait Islander Act 2005,2001,,"Indigenous Business Australia (IBA) is a progressive, commercially focused organisation that promotes and encourages self-management, self-sufficiency and economic independence for Aboriginal and Torres Strait Islander peoples. We identify and pursue opportunities that enable Indigenous Australians to create wealth, accumulate assets and achieve their financial aspirations. We do this by building mutually respectful and responsible partnerships with Indigenous Australians, government agencies, private sector business and industry to facilitate Home Ownership, Business Ownership and wealth creating Investments.",PBS_2526,274387,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-DIGITRANAGEN,Digital Transformation…,Digital Transformation Agency,96 257 979 159,Federal,CW,nca,limited,Finance,Economy & Finance,regulatory,PGPA Rule (Schedule 1),2015,,"The Digital Transformation Agency (DTA) is the Australian Government?s trusted advisor on digital and ICT transformation. The DTA provides strategic and policy leadership, expert investment advice and oversight to drive digital transformation that delivers benefits to all Australians. The DTA is an Executive Agency within the Finance Portfolio.",PBS_2526,68145,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-CENTLANDCOUN,Central Land Council,Central Land Council,71 979 619 393,Federal,CW,cce,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,"Aboriginal Land Rights (Northern Territory) Act 1976. Commonwealth corporate entity under the Public Governance, Performance and Accountability Act 2013",1977,,"The Central Land Council (CLC) is a Council of 90 Aboriginal people elected from communities in the southern half of the Northern Territory. The Central Land Council is a representative body promoting Aboriginal rights. It is a statutory authority under the Aboriginal Land Rights (Northern Territory) Act 1976 and PGPA Act. It also has functions under the Native Title Act 1993 and the Pastoral Land Act 1992. The CLC provides a number of services for the benefit of traditional owners and other Aboriginal residents of the CLC region, including: - providing a strong voice for the Aboriginal people of Central Australia. - helping Aboriginal people get back country. - helping Aboriginal people manage their land - consulting with landowners on mining activity, employment, development and other land use proposals - protecting Aboriginal culture and sacred sites. - assisting with economic projects on Aboriginal land. - promoting and delivering community development and improving service delivery. - fighting for legal recognition of Aboriginal people's rights. - helping resolve land disputes, native title claims and compensation cases. - administering the permit system for visitors to Aboriginal land",,,,,AGOR,-35.3075,149.1244,,national,HIGH,2026-04,"budget_000s,parent_id",active,3,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification)"
AU-CW-CCE-PUBLSERVCOMM,Public Service Commiss…,Australian Public Service Commission,99 470 863 260,Federal,CW,nca,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,PGPA Rule (Schedule 1),2002,,"The Australian Public Service Commission (APSC) is a non-corporate Commonwealth entity within the Prime Minister and Cabinet portfolio. The APSC's statutory responsibilities are detailed in the Public Service Act 1999 and include to: -develop, promote, review and evaluate APS employment policies and practices -facilitate continuous improvement in people management throughout the APS -contribute to learning and development and career management -contribute to and foster leadership in the APS -provide advice and assistance on public service matters to entities -promote high standards of integrity and conduct in the APS. The APSC also provides resources to support the Merit Protection Commissioner.",PBS_2526,86075,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
AU-CW-CCE-AUDIOFFI,Audit Office,Australian National Audit Office,33 020 645 631,Federal,CW,nca,limited,Prime Minister and Cabinet,Parliament & Accountability,accountability,Auditor-General Act 1997,1998,,The Australian National Audit Office (ANAO) is a specialist public sector practice providing a full range of audit and assurance services to the Parliament and Commonwealth public sector entities.,PBS_2526,211292,operating,2025-26,PBS_2526,-35.3075,149.1244,,national,HIGH,2026-04,parent_id,active,2,COFOG-A 01,General Public Services,HIGH,"AGOR December 2025 (Dept of Finance, Australian Government Organisations Register) | Administrative Arrangements Order 13 May 2025 (portfolio assignments) | PGPA Flipchart February 2026 (legal_class and accountability verification) | Portfolio Budget Statements 2025-26 (Commonwealth)"
